source_row,metadata_rows,local_file,processed_file,sha256,record_tai,record_utc,day,csv_date_unknown_scale,target_si,target_provenance,split,shape,dtype
79,79,data/processed/hmi.m_45s.2016.06.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.06.21_00_01_30_TAI.magnetogram_processed.npy,ed444a81c4b00e514bff068f337bdf3b64838e24716a23889a50d300ece8cf1c,2016-06-21T00:01:30,2016-06-21T00:00:54.000Z,2016-06-21,2016-06-21 00:00:39.600,1.3901174068450928,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
80,80;81,data/processed/hmi.m_45s.2016.06.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.06.25_00_01_30_TAI.magnetogram_processed.npy,421ff2ae37ad30cad664db7ad9e6bbc1d51425d72d39deebdf37b67ad8fa9a28,2016-06-25T00:01:30,2016-06-25T00:00:54.000Z,2016-06-25,2016-06-25 00:00:39.700,1.2684345245361328,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
82,82;83,data/processed/hmi.m_45s.2016.06.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.06.28_00_01_30_TAI.magnetogram_processed.npy,39af1aeb3e77b910eaa4a9fa2d3df5233095e73083c4e42c61058d0767410306,2016-06-28T00:01:30,2016-06-28T00:00:54.000Z,2016-06-28,2016-06-28 00:00:39.700,1.2852013111114502,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
84,84,data/processed/hmi.m_45s.2016.06.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.06.29_00_01_30_TAI.magnetogram_processed.npy,e3e83fbff6fc9c3d35ce408139dd33d74dfba7c5943c0194f94f890188eeee8f,2016-06-29T00:01:30,2016-06-29T00:00:54.000Z,2016-06-29,2016-06-29 00:00:39.800,1.3061165809631348,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
85,85,data/processed/hmi.m_45s.2016.07.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.05_00_01_30_TAI.magnetogram_processed.npy,2caa0196cb28281a772f9f40d1a45a52ba8f2cdb98028c7a7b4d3dde7a0e9acd,2016-07-05T00:01:30,2016-07-05T00:00:54.000Z,2016-07-05,2016-07-05 00:00:39.800,1.324141025543213,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
86,86,data/processed/hmi.m_45s.2016.07.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.06_00_01_30_TAI.magnetogram_processed.npy,b992ccd1a1c7442b1305e8d801c44b777d77cf45b70c4209e3d9c490e50ab8ee,2016-07-06T00:01:30,2016-07-06T00:00:54.000Z,2016-07-06,2016-07-06 00:00:39.800,1.3056278228759766,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
87,87,data/processed/hmi.m_45s.2016.07.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.07_00_01_30_TAI.magnetogram_processed.npy,da24898ffb404d298496aa7d4e5442ca65c159ea8c7b44ab24f6fea130acf14f,2016-07-07T00:01:30,2016-07-07T00:00:54.000Z,2016-07-07,2016-07-07 00:00:39.800,1.3107776641845703,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
88,88,data/processed/hmi.m_45s.2016.07.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.10_00_01_30_TAI.magnetogram_processed.npy,585a181f4ed6e4108818fb6a7080a457658d41b9930cc0807075046b62db843c,2016-07-10T00:01:30,2016-07-10T00:00:54.000Z,2016-07-10,2016-07-10 00:00:39.800,1.3736188411712646,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
89,89,data/processed/hmi.m_45s.2016.07.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.17_00_01_30_TAI.magnetogram_processed.npy,bbcb134c4e6dd17cea9aceb753228b61cb49f9b0cdc1c939fc21e8def0b31cc0,2016-07-17T00:01:30,2016-07-17T00:00:54.000Z,2016-07-17,2016-07-17 00:00:39.600,1.592099666595459,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
90,90,data/processed/hmi.m_45s.2016.07.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.18_00_01_30_TAI.magnetogram_processed.npy,fca7e7d534294b1448bc6aaec8578fa7d94276b350bb2ae3da129bde3af5c04e,2016-07-18T00:01:30,2016-07-18T00:00:54.000Z,2016-07-18,2016-07-18 00:00:39.600,1.5951156616210938,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
91,91;92,data/processed/hmi.m_45s.2016.07.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.21_00_01_30_TAI.magnetogram_processed.npy,a4a722348d0048f326fdf15640d3e2340be060f97d7b68a64a5d766c24bf8150,2016-07-21T00:01:30,2016-07-21T00:00:54.000Z,2016-07-21,2016-07-21 00:00:39.500,1.467907428741455,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
93,93,data/processed/hmi.m_45s.2016.07.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.22_00_01_30_TAI.magnetogram_processed.npy,ee63e0a7f315c975cc098156a5526f3977fc3661c7337ca2a0904d5ccabc7c20,2016-07-22T00:01:30,2016-07-22T00:00:54.000Z,2016-07-22,2016-07-22 00:00:39.400,1.4044761657714844,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
94,94,data/processed/hmi.m_45s.2016.07.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.24_00_01_30_TAI.magnetogram_processed.npy,0ccab78bf7ae34731e986d1a7d0aac089fbfd8d741a3282421f90b4fbb52b7dc,2016-07-24T00:01:30,2016-07-24T00:00:54.000Z,2016-07-24,2016-07-24 00:00:39.300,1.3158619403839111,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
95,95,data/processed/hmi.m_45s.2016.07.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.27_00_01_30_TAI.magnetogram_processed.npy,de779949e4d73ae7725527388ffe4fef876817d30e57ca059f4e613c3342fd0d,2016-07-27T00:01:30,2016-07-27T00:00:54.000Z,2016-07-27,2016-07-27 00:00:39.200,1.311415433883667,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
96,96,data/processed/hmi.m_45s.2016.07.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.29_00_01_30_TAI.magnetogram_processed.npy,573a297d692e84329d0c37710724dafcd4f3dd137e1addcf755ecf2f1a726e5b,2016-07-29T00:01:30,2016-07-29T00:00:54.000Z,2016-07-29,2016-07-29 00:00:39.100,1.3504385948181152,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
97,97,data/processed/hmi.m_45s.2016.07.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.07.30_00_01_30_TAI.magnetogram_processed.npy,b972f0bbd79bf14cbd650053b1b0895d2f559a2cf662c281f6f73456cb788fa4,2016-07-30T00:01:30,2016-07-30T00:00:54.000Z,2016-07-30,2016-07-30 00:00:39.000,1.3718485832214355,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
98,98,data/processed/hmi.m_45s.2016.08.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.01_00_01_30_TAI.magnetogram_processed.npy,e00ab055c38f6e530807777378da9f8ab7a4740be0446ee6e101bcbe1e6fc00d,2016-08-01T00:01:30,2016-08-01T00:00:54.000Z,2016-08-01,2016-08-01 00:00:38.900,1.3627469539642334,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
99,99,data/processed/hmi.m_45s.2016.08.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.02_00_01_30_TAI.magnetogram_processed.npy,fddbe51bb993077932240bd8a9948aa291cecba7a8b35873a85dd8d7e89888ec,2016-08-02T00:01:30,2016-08-02T00:00:54.000Z,2016-08-02,2016-08-02 00:00:38.900,1.3513028621673584,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
100,100,data/processed/hmi.m_45s.2016.08.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.06_00_01_30_TAI.magnetogram_processed.npy,956fd553645f26ddb9f405b1b5bbe0ab3194b2616784f137832d9688702c10b6,2016-08-06T00:01:30,2016-08-06T00:00:54.000Z,2016-08-06,2016-08-06 00:00:38.600,1.3750553131103516,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
101,101,data/processed/hmi.m_45s.2016.08.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.07_00_01_30_TAI.magnetogram_processed.npy,8390912e8bf2583680b8191c937b5307ff9d4097d68257e8fa2a52edbc7548a4,2016-08-07T00:01:30,2016-08-07T00:00:54.000Z,2016-08-07,2016-08-07 00:00:38.500,1.3957083225250244,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
102,102,data/processed/hmi.m_45s.2016.08.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.13_00_01_30_TAI.magnetogram_processed.npy,c38233bc14c88f849c835565de9e0372b8d61712e461486bc5446fca36ca7c3d,2016-08-13T00:01:30,2016-08-13T00:00:54.000Z,2016-08-13,2016-08-13 00:00:38.000,1.5590369701385498,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
103,103,data/processed/hmi.m_45s.2016.08.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.17_00_01_30_TAI.magnetogram_processed.npy,9360b856d7f612c7597dbfbe8d3c90ac98c53f7630745f966ab1552626b82669,2016-08-17T00:01:30,2016-08-17T00:00:54.000Z,2016-08-17,2016-08-17 00:00:37.600,1.4484941959381104,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
104,104,data/processed/hmi.m_45s.2016.08.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.18_00_01_30_TAI.magnetogram_processed.npy,80eb77ca34b32ec809095dacdf09a6562328e9924234d51e658f80f6e1f37493,2016-08-18T00:01:30,2016-08-18T00:00:54.000Z,2016-08-18,2016-08-18 00:00:37.500,1.412403583526611,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
105,105,data/processed/hmi.m_45s.2016.08.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.22_00_01_30_TAI.magnetogram_processed.npy,941de45bd13ef57d002a616029c808d179d5bf19f03a1f8ea726dca8c5bb0ee1,2016-08-22T00:01:30,2016-08-22T00:00:54.000Z,2016-08-22,2016-08-22 00:00:37.100,1.380401849746704,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
106,106,data/processed/hmi.m_45s.2016.08.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.24_00_01_30_TAI.magnetogram_processed.npy,6766b3dd6abf5e3a6981cfb6eacc68430b6651236007b9c0f6a2dae8bf71c92f,2016-08-24T00:01:30,2016-08-24T00:00:54.000Z,2016-08-24,2016-08-24 00:00:36.900,1.4230310916900637,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
107,107,data/processed/hmi.m_45s.2016.08.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.25_00_01_30_TAI.magnetogram_processed.npy,efaa52ea71bdb0eb7a6a5dd57a231e43fd3681bf4bb6a787e1584a4ab17a2bbb,2016-08-25T00:01:30,2016-08-25T00:00:54.000Z,2016-08-25,2016-08-25 00:00:36.800,1.427692174911499,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
108,108;109,data/processed/hmi.m_45s.2016.08.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.28_00_01_30_TAI.magnetogram_processed.npy,bb518000a386137c95a957487b2e6a81e14abbd9ec3fb7c5960c34ff914b712f,2016-08-28T00:01:30,2016-08-28T00:00:54.000Z,2016-08-28,2016-08-28 00:00:36.500,1.5124142169952393,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
110,110,data/processed/hmi.m_45s.2016.08.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.30_00_01_30_TAI.magnetogram_processed.npy,d46d6267ce6988dd939111636b307aa08f65362a082cd63cfc19ea7d48fe8390,2016-08-30T00:01:30,2016-08-30T00:00:54.000Z,2016-08-30,2016-08-30 00:00:36.300,1.4910459518432615,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
111,111,data/processed/hmi.m_45s.2016.08.31_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.08.31_00_01_30_TAI.magnetogram_processed.npy,900c04b7d93c06b0902fcea9fb0429ac02a13b8e092e6e9008e4ffc825390b00,2016-08-31T00:01:30,2016-08-31T00:00:54.000Z,2016-08-31,2016-08-31 00:00:36.200,1.486063003540039,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
112,112,data/processed/hmi.m_45s.2016.09.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.01_00_01_30_TAI.magnetogram_processed.npy,ca8d8a53da6186ecbcbf32616ed31bb141aa81c01ae1fd9e36018b753f2e40da,2016-09-01T00:01:30,2016-09-01T00:00:54.000Z,2016-09-01,2016-09-01 00:00:36.100,1.488620042800903,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
113,113,data/processed/hmi.m_45s.2016.09.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.10_00_01_30_TAI.magnetogram_processed.npy,4ef11952e80b06bc38f5db964be5395b924fd0487fe34acf6eef1c2cd19af131,2016-09-10T00:01:30,2016-09-10T00:00:54.000Z,2016-09-10,2016-09-10 00:00:34.900,1.5458345413208008,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
114,114,data/processed/hmi.m_45s.2016.09.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.15_00_01_30_TAI.magnetogram_processed.npy,0df53747bfe62d1e7d971957e0fe30e367bb5bbe9d5662e7ca04125cf19146b2,2016-09-15T00:01:30,2016-09-15T00:00:54.000Z,2016-09-15,2016-09-15 00:00:34.300,1.383519172668457,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
115,115;116,data/processed/hmi.m_45s.2016.09.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.17_00_01_30_TAI.magnetogram_processed.npy,f6b449532673d08ce825c383c0b91f2b25873cf1d8bc828b57a1bd0f800cf5b5,2016-09-17T00:01:30,2016-09-17T00:00:54.000Z,2016-09-17,2016-09-17 00:00:34.000,1.3753414154052734,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
117,117;118,data/processed/hmi.m_45s.2016.09.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.18_00_01_30_TAI.magnetogram_processed.npy,7bde8a508cc04bef8ed353b602e741d62a72a9450eb96312deb8200195f775aa,2016-09-18T00:01:30,2016-09-18T00:00:54.000Z,2016-09-18,2016-09-18 00:00:33.900,1.3932347297668457,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
119,119;120,data/processed/hmi.m_45s.2016.09.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.19_00_01_30_TAI.magnetogram_processed.npy,605cc93e9ea6bd25a742fe636a9cca9cb23eaef61a7d74b0c1880949355106ac,2016-09-19T00:01:30,2016-09-19T00:00:54.000Z,2016-09-19,2016-09-19 00:00:33.700,1.427978277206421,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
121,121,data/processed/hmi.m_45s.2016.09.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.25_00_01_30_TAI.magnetogram_processed.npy,d399aa54fe3e9b68d816ddd75cc694567f7987f729fbf46bfb1d0fc15f5078d8,2016-09-25T00:01:30,2016-09-25T00:00:54.000Z,2016-09-25,2016-09-25 00:00:32.900,1.41107439994812,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
122,122,data/processed/hmi.m_45s.2016.09.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.26_00_01_30_TAI.magnetogram_processed.npy,06620a62cbdfbf27551fd7521fc17daf605fdce715c8c6b8ad209a69281c78b9,2016-09-26T00:01:30,2016-09-26T00:00:54.000Z,2016-09-26,2016-09-26 00:00:32.800,1.3998091220855713,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
123,123;124,data/processed/hmi.m_45s.2016.09.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.27_00_01_30_TAI.magnetogram_processed.npy,56c3d0d9074a9ba0b0028713f37b4e6360d34b135bd662731d409ec87ecf01c2,2016-09-27T00:01:30,2016-09-27T00:00:54.000Z,2016-09-27,2016-09-27 00:00:32.600,1.395195722579956,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
125,125,data/processed/hmi.m_45s.2016.09.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.09.28_00_01_30_TAI.magnetogram_processed.npy,f56b6ea9e309740dd4b70db75a100efc0cbb19680d81ce2116788bd325aaa7ff,2016-09-28T00:01:30,2016-09-28T00:00:54.000Z,2016-09-28,2016-09-28 00:00:32.500,1.3963580131530762,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
126,126;127,data/processed/hmi.m_45s.2016.10.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.01_00_01_30_TAI.magnetogram_processed.npy,d4823bb0b2a730555131b2a3137174b8a362a3362cd731f4be02a9795e6511ad,2016-10-01T00:01:30,2016-10-01T00:00:54.000Z,2016-10-01,2016-10-01 00:00:32.100,1.3568997383117676,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
128,128,data/processed/hmi.m_45s.2016.10.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.03_00_01_30_TAI.magnetogram_processed.npy,65ac383996fb399e6969dc86be5339317dd74434a9843dacab6aa6a0268e1013,2016-10-03T00:01:30,2016-10-03T00:00:54.000Z,2016-10-03,2016-10-03 00:00:31.800,1.4133155345916748,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
129,129;130,data/processed/hmi.m_45s.2016.10.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.04_00_01_30_TAI.magnetogram_processed.npy,5c6ea25d747fb8eb251756faac3c47b3eccc708733c1451e8b78f023793361d3,2016-10-04T00:01:30,2016-10-04T00:00:54.000Z,2016-10-04,2016-10-04 00:00:31.600,1.4589369297027588,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
131,131,data/processed/hmi.m_45s.2016.10.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.05_00_01_30_TAI.magnetogram_processed.npy,a73c52e9a90d57c404814b2158b49947115cb243ac1b1baba3f1ca64b72d097f,2016-10-05T00:01:30,2016-10-05T00:00:54.000Z,2016-10-05,2016-10-05 00:00:31.500,1.4796793460845947,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
132,132,data/processed/hmi.m_45s.2016.10.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.09_00_01_30_TAI.magnetogram_processed.npy,88c28577099a95d4b4f3bf089bec9d288b4d660504630c12c9ec97ed3bff9bb6,2016-10-09T00:01:30,2016-10-09T00:00:54.000Z,2016-10-09,2016-10-09 00:00:30.900,1.5751659870147705,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
133,133,data/processed/hmi.m_45s.2016.10.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.10_00_01_30_TAI.magnetogram_processed.npy,c4567d9f850d43d27a9a66dbf35e13c1de8e447732073e346fb0d645190faac9,2016-10-10T00:01:30,2016-10-10T00:00:54.000Z,2016-10-10,2016-10-10 00:00:30.800,1.552826166152954,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
134,134,data/processed/hmi.m_45s.2016.10.12_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.12_00_01_30_TAI.magnetogram_processed.npy,06db75a582cd9f96f2bb99a974496d46a50a53015d1f73454aaeff11da806228,2016-10-12T00:01:30,2016-10-12T00:00:54.000Z,2016-10-12,2016-10-12 00:00:30.500,1.4246881008148191,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
135,135,data/processed/hmi.m_45s.2016.10.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.13_00_01_30_TAI.magnetogram_processed.npy,88e5886ec2071dc1e70ce1daae0be0d45655e47c2b4e9c69e4bbbf1326a0944f,2016-10-13T00:01:30,2016-10-13T00:00:54.000Z,2016-10-13,2016-10-13 00:00:30.300,1.3902783393859863,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
136,136,data/processed/hmi.m_45s.2016.10.14_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.14_00_01_30_TAI.magnetogram_processed.npy,d91e579cd1b7713b064c7a1c4afeec5405fc6d9619318872e608920847640823,2016-10-14T00:01:30,2016-10-14T00:00:54.000Z,2016-10-14,2016-10-14 00:00:30.200,1.3668537139892578,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
137,137;138,data/processed/hmi.m_45s.2016.10.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.15_00_01_30_TAI.magnetogram_processed.npy,521fdadc1c00b47987682a1cb1467e49c43900ef233e6218e3e95f7c72fbdd96,2016-10-15T00:01:30,2016-10-15T00:00:54.000Z,2016-10-15,2016-10-15 00:00:30.000,1.348954439163208,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
139,139;140,data/processed/hmi.m_45s.2016.10.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.17_00_01_30_TAI.magnetogram_processed.npy,b193730f5fdcd7eae30b5ce1822449614f5cc73526e3e60acbfd15438db688e4,2016-10-17T00:01:30,2016-10-17T00:00:54.000Z,2016-10-17,2016-10-17 00:00:29.800,1.3556599617004397,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
141,141,data/processed/hmi.m_45s.2016.10.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.18_00_01_30_TAI.magnetogram_processed.npy,72b9d73e44345c82d7d0b6b376f2936bb6e35a70cf153be0bbf92606e4c2d989,2016-10-18T00:01:30,2016-10-18T00:00:54.000Z,2016-10-18,2016-10-18 00:00:29.600,1.3515114784240725,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
142,142,data/processed/hmi.m_45s.2016.10.23_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.23_00_01_30_TAI.magnetogram_processed.npy,e75f6d65b45135f773ff5ceb28eb7f87b2c56ed151b27e837bb91f28553bb82d,2016-10-23T00:01:30,2016-10-23T00:00:54.000Z,2016-10-23,2016-10-23 00:00:28.900,1.2946784496307373,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
143,143,data/processed/hmi.m_45s.2016.10.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2016.10.30_00_01_30_TAI.magnetogram_processed.npy,7c6a55718dd456d04e145b2abeb0cb1ab1781d1d05df881f3f2c1784eb05e738,2016-10-30T00:01:30,2016-10-30T00:00:54.000Z,2016-10-30,2016-10-30 00:00:28.000,1.2749791145324707,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
